bt,value,event,duration
2017-07-27 23:21:00,63.95428571428571,0.0,
2017-07-27 23:24:00,63.87625,0.0,
2017-07-27 23:27:00,63.87571428571429,0.0,
2017-07-27 23:30:00,63.790000000000006,0.0,
2017-07-27 23:33:00,63.790000000000006,0.0,
2017-07-27 23:36:00,63.65285714285715,0.0,
2017-07-27 23:39:00,63.63857142857143,0.0,
2017-07-27 23:42:00,63.525000000000006,0.0,
2017-07-27 23:45:00,63.557142857142864,0.0,
2017-07-27 23:48:00,63.5,0.0,
2017-07-27 23:51:00,63.48571428571428,0.0,
2017-07-27 23:54:00,63.51428571428572,0.0,
2017-07-27 23:57:00,63.58571428571429,0.0,
2017-07-28 00:00:00,63.5,0.0,
2017-07-28 00:03:00,63.41428571428571,0.0,
2017-07-28 00:06:00,63.387142857142855,0.0,
2017-07-28 00:09:00,63.297142857142866,0.0,
2017-07-28 00:12:00,63.23285714285714,0.0,
2017-07-28 00:15:00,63.22000000000001,0.0,
2017-07-28 00:18:00,63.215,0.0,
2017-07-28 00:21:00,63.202857142857155,0.0,
2017-07-28 00:24:00,63.20285714285715,0.0,
2017-07-28 00:27:00,63.18,0.0,
2017-07-28 00:30:00,63.18,0.0,
2017-07-28 00:33:00,63.12857142857144,0.0,
